Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
flagstoneRampInclineHalf2,blocks,Block,,,Flagstone Ramp Incline Half Type 2,,,,,,,,,,,,,,
flagstoneRampInclineInsideCNR,blocks,Block,,,Flagstone Ramp Incline Inside Corner,,,,,,,,,,,,,,
flagstoneRampInclineInsideCNRFiller,blocks,Block,,,Flagstone Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
flagstoneRampInclineOutsideCNR,blocks,Block,,,Flagstone Ramp Incline Outside Corner,,,,,,,,,,,,,,
flagstoneRampInclineOutsideCNRFiller,blocks,Block,,,Flagstone Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
flagstoneStairsFilledRailingLeft,blocks,Block,,,Flagstone Stairs Filled Railing Left,,,,,,,,,,,,,,
flagstoneStairsFilledRailingRight,blocks,Block,,,Flagstone Stairs Filled Railing Right,,,,,,,,,,,,,,
flagstoneTubeCenter,blocks,Block,,,Flagstone Tube Centre,,,,,,,,,,,,,,
flagstoneTubeCorner,blocks,Block,,,Flagstone Tube Corner,,,,,,,,,,,,,,
flagstoneTunnelCenter,blocks,Block,,,Flagstone Tunnel Centre,,,,,,,,,,,,,,
flagstoneTunnelCorner,blocks,Block,,,Flagstone Tunnel Corner,,,,,,,,,,,,,,
flagstoneWedgeInclineCornerTop,blocks,Block,,,Flagstone Wedge Incline Corner Top,,,,,,,,,,,,,,
flagstoneWedgeNarrowHigh,blocks,Block,,,Flagstone Wedge Narrow High,,,,,,,,,,,,,,
flagstoneWedgeNarrowLow,blocks,Block,,,Flagstone Wedge Narrow Low,,,,,,,,,,,,,,
flagstoneWedgeNarrowMid,blocks,Block,,,Flagstone Wedge Narrow Mid,,,,,,,,,,,,,,
flagstoneWedgeNarrowTip,blocks,Block,,,Flagstone Wedge Narrow Tip,,,,,,,,,,,,,,
flagstoneWedgeRampLeftIntersection,blocks,Block,,,Flagstone Wedge Ramp Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeRampRightIntersection,blocks,Block,,,Flagstone Wedge Ramp Right Intersection,,,,,,,,,,,,,,
flagstoneWedgeSteepTipLeftIntersection,blocks,Block,,,Flagstone Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeSteepTipRightIntersection,blocks,Block,,,Flagstone Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
flagstoneWedgeSteepWedgeLeftIntersection,blocks,Block,,,Flagstone Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeSteepWedgeRightIntersection,blocks,Block,,,Flagstone Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipHalf1,blocks,Block,,,Flagstone Wedge Tip Half Type 1,,,,,,,,,,,,,,
flagstoneWedgeTipHalf2,blocks,Block,,,Flagstone Wedge Tip Half Type 2,,,,,,,,,,,,,,
flagstoneWedgeTipRampLeftIntersection,blocks,Block,,,Flagstone Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipRampRightIntersection,blocks,Block,,,Flagstone Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipSteepTipLeftIntersection,blocks,Block,,,Flagstone Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipSteepTipRightIntersection,blocks,Block,,,Flagstone Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Flagstone Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
flagstoneWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Flagstone Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
flagstoneWindowArch3MCNR,blocks,Block,,,Flagstone Window Wide Arch Corner,,,,,,,,,,,,,,
flagstoneWindowArch3MCTR,blocks,Block,,,Flagstone Window Wide Arch Centre,,,,,,,,,,,,,,
flagstoneWindowArch3MTip,blocks,Block,,,Flagstone Window Wide Arch Tip,,,,,,,,,,,,,,
flagstoneWindowArchTop,blocks,Block,,,Flagstone Window Arch Top,,,,,,,,,,,,,,
flagstoneWindowCircle,blocks,Block,,,Flagstone Window Circle,,,,,,,,,,,,,,
flagstoneWindowCircleCorner,blocks,Block,,,Flagstone Window Circle Corner,,,,,,,,,,,,,,
flagstoneWindowTrim,blocks,Block,,,Flagstone Window Trim,,,,,,,,,,,,,,
flagstoneWindowTrimBottom,blocks,Block,,,Flagstone Window Trim Bottom,,,,,,,,,,,,,,
flagstoneWindowTrimSides,blocks,Block,,,Flagstone Window Trim Sides,,,,,,,,,,,,,,
flagstoneWindowTrimTop,blocks,Block,,,Flagstone Window Trim Top,,,,,,,,,,,,,,
flagstoneWindowTrimTopFancy,blocks,Block,,,Flagstone Window Trim Top Fancy,,,,,,,,,,,,,,
glass2PlateCorner,blocks,Block,,,Glass Two-Plate Corner,,,,,,,,,,,,,,
glass2PlateCornerHalf,blocks,Block,,,Glass Two-Plate Corner Half,,,,,,,,,,,,,,
glassArch,blocks,Block,,,Glass Arch,,,,,,,,,,,,,,
glassArch3m,blocks,Block,,,Glass Wide Arch,,,,,,,,,,,,,,
glassArch3m_center,blocks,Block,,,Glass Wide Arch Centre,,,,,,,,,,,,,,
glassArch3m_tip,blocks,Block,,,Glass Wide Arch Tip,,,,,,,,,,,,,,
glassArchCurveBase,blocks,Block,,,Glass Arch Curve Base,,,,,,,,,,,,,,
glassArchCurveFiller,blocks,Block,,,Glass Arch Curve Filler,,,,,,,,,,,,,,
glassArchCurveMiddle,blocks,Block,,,Glass Arch Curve Middle,,,,,,,,,,,,,,
glassArchCurveTop,blocks,Block,,,Glass Arch Curve Top,,,,,,,,,,,,,,
glassArchCurveTopMiddle,blocks,Block,,,Glass Arch Curve Top Middle,,,,,,,,,,,,,,
glassArchCurveTopMiddleTopper,blocks,Block,,,Glass Arch Curve Top Middle Topper,,,,,,,,,,,,,,
glassArchCurveWall,blocks,Block,,,Glass Arch Curve Wall,,,,,,,,,,,,,,
glassArchCurveWallCap,blocks,Block,,,Glass Arch Curve Wall Cap,,,,,,,,,,,,,,
glassArrowBlock,blocks,Block,,,Glass Arrow Block,,,,,,,,,,,,,,
glassArrowSlit,blocks,Block,,,Glass Arrow Slit,,,,,,,,,,,,,,
glassArrowSlitHalf,blocks,Block,,,Glass Arrow Slit Half,,,,,,,,,,,,,,
glassBulletproof2PlateCorner,blocks,Block,,,Glass Bulletproof Two-Plate Corner,,,,,,,,,,,,,,
glassBulletproof2PlateCornerHalf,blocks,Block,,,Glass Bulletproof Two-Plate Corner Half,,,,,,,,,,,,,,
glassBulletproofArch,blocks,Block,,,Glass Bulletproof Arch,,,,,,,,,,,,,,
glassBulletproofArch3m,blocks,Block,,,Glass Bulletproof Wide Arch,,,,,,,,,,,,,,
glassBulletproofArch3m_center,blocks,Block,,,Glass Bulletproof Wide Arch Centre,,,,,,,,,,,,,,
glassBulletproofArch3m_tip,blocks,Block,,,Glass Bulletproof Wide Arch Tip,,,,,,,,,,,,,,
glassBulletproofArchCurveBase,blocks,Block,,,Glass Bulletproof Arch Curve Base,,,,,,,,,,,,,,
glassBulletproofArchCurveFiller,blocks,Block,,,Glass Bulletproof Arch Curve Filler,,,,,,,,,,,,,,
glassBulletproofArchCurveMiddle,blocks,Block,,,Glass Bulletproof Arch Curve Middle,,,,,,,,,,,,,,
glassBulletproofArchCurveTop,blocks,Block,,,Glass Bulletproof Arch Curve Top,,,,,,,,,,,,,,
glassBulletproofArchCurveTopMiddle,blocks,Block,,,Glass Bulletproof Arch Curve Top Middle,,,,,,,,,,,,,,
glassBulletproofArchCurveTopMiddleTopper,blocks,Block,,,Glass Bulletproof Arch Curve Top Middle Topper,,,,,,,,,,,,,,
glassBulletproofArchCurveWall,blocks,Block,,,Glass Bulletproof Arch Curve Wall,,,,,,,,,,,,,,
glassBulletproofArchCurveWallCap,blocks,Block,,,Glass Bulletproof Arch Curve Wall Cap,,,,,,,,,,,,,,
glassBulletproofArrowBlock,blocks,Block,,,Glass Bulletproof Arrow Block,,,,,,,,,,,,,,
glassBulletproofArrowSlit,blocks,Block,,,Glass Bulletproof Arrow Slit,,,,,,,,,,,,,,
glassBulletproofArrowSlitHalf,blocks,Block,,,Glass Bulletproof Arrow Slit Half,,,,,,,,,,,,,,
glassBulletproofCNRFull,blocks,Block,,,Glass Bulletproof Corner Full,,,,,,,,,,,,,,
glassBulletproofCNRInside,blocks,Block,,,Glass Bulletproof Corner Inside,,,,,,,,,,,,,,
glassBulletproofCNRRamp,blocks,Block,,,Glass Bulletproof Corner Ramp,,,,,,,,,,,,,,
glassBulletproofCNRRampFiller,blocks,Block,,,Glass Bulletproof Corner Ramp Filler,,,,,,,,,,,,,,
glassBulletproofCNRRound,blocks,Block,,,Glass Bulletproof Corner Round,,,,,,,,,,,,,,
glassBulletproofCNRRoundTop,blocks,Block,,,Glass Bulletproof Corner Round Top,,,,,,,,,,,,,,
glassBulletproofCone1m,blocks,Block,,,Glass Bulletproof Cone 1m,,,,,,,,,,,,,,
glassBulletproofCross,blocks,Block,,,Glass Bulletproof Cross,,,,,,,,,,,,,,
glassBulletproofCrossCtr,blocks,Block,,,Glass Bulletproof Cross Centre,,,,,,,,,,,,,,
glassBulletproofCrossHalf,blocks,Block,,,Glass Bulletproof Cross Half,,,,,,,,,,,,,,
glassBulletproofCrown,blocks,Block,,,Glass Bulletproof Crown,,,,,,,,,,,,,,
glassBulletproofCrownInsideCorner,blocks,Block,,,Glass Bulletproof Crown Inside Corner,,,,,,,,,,,,,,
glassBulletproofCTRpole,blocks,Block,,,Glass Bulletproof Centrepole,,,,,,,,,,,,,,
glassBulletproofCTRQuarter,blocks,Block,,,Glass Bulletproof Centre Quarter,,,,,,,,,,,,,,
glassBulletproofCTRQuarterPlate4Way,blocks,Block,,,Glass Bulletproof Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
glassBulletproofCTRQuarterSquareTop,blocks,Block,,,Glass Bulletproof Centre Quarter Square Top,,,,,,,,,,,,,,
glassBulletproofdoorTrim1m,blocks,Block,,,Glass Bulletproof Door Trim 1m,,,,,,,,,,,,,,
glassBulletproofdoorTrim2m,blocks,Block,,,Glass Bulletproof Door Trim 2m,,,,,,,,,,,,,,
glassBulletproofdoorTrimHalfm,blocks,Block,,,Glass Bulletproof Door Trim 0.5m,,,,,,,,,,,,,,
glassBulletproofdoorTrimTop,blocks,Block,,,Glass Bulletproof Door Trim Top,,,,,,,,,,,,,,
glassBulletproofGable,blocks,Block,,,Glass Bulletproof Gable,,,,,,,,,,,,,,
glassBulletproofGable1m,blocks,Block,,,Glass Bulletproof Gable 1m,,,,,,,,,,,,,,
glassBulletproofGable1mHalf,blocks,Block,,,Glass Bulletproof Gable 1m Half,,,,,,,,,,,,,,
glassBulletproofGable3Quarter,blocks,Block,,,Glass Bulletproof Gable Three-Quarter,,,,,,,,,,,,,,
glassBulletproofGable3QuarterHalf,blocks,Block,,,Glass Bulletproof Gable Three-Quarter Half,,,,,,,,,,,,,,
glassBulletproofGableHalf,blocks,Block,,,Glass Bulletproof Gable Half,,,,,,,,,,,,,,
glassBulletproofGableInvertedHalf,blocks,Block,,,Glass Bulletproof Gable Inverted Half,,,,,,,,,,,,,,
glassBulletproofGableInvertedQuarter,blocks,Block,,,Glass Bulletproof Gable Inverted Quarter,,,,,,,,,,,,,,
glassBulletproofGableInvertedQuarterHalf,blocks,Block,,,Glass Bulletproof Gable Inverted Quarter Half,,,,,,,,,,,,,,
glassBulletproofGableInvertedRampHalf,blocks,Block,,,Glass Bulletproof Gable Inverted Ramp Half,,,,,,,,,,,,,,
glassBulletproofGableInvertedSteep,blocks,Block,,,Glass Bulletproof Gable Inverted Steep,,,,,,,,,,,,,,
glassBulletproofGableInvertedSteepHalf,blocks,Block,,,Glass Bulletproof Gable Inverted Steep Half,,,,,,,,,,,,,,
glassBulletproofGablePyramid,blocks,Block,,,Glass Bulletproof Gable Pyramid,,,,,,,,,,,,,,
glassBulletproofGableQuarter,blocks,Block,,,Glass Bulletproof Gable Quarter,,,,,,,,,,,,,,
glassBulletproofGableQuarterHalf,blocks,Block,,,Glass Bulletproof Gable Quarter Half,,,,,,,,,,,,,,
glassBulletproofHalf,blocks,Block,,,Glass Bulletproof Half,,,,,,,,,,,,,,
glassBulletproofHalfCentered,blocks,Block,,,Glass Bulletproof Half Centreed,,,,,,,,,,,,,,
glassBulletproofHalfCNRInside2,blocks,Block,,,Glass Bulletproof Half Inside Corner Type 2,,,,,,,,,,,,,,
glassBulletproofHalfInsideCorner,blocks,Block,,,Glass Bulletproof Half Inside Corner Type 1,,,,,,,,,,,,,,
glassBulletproofHalfPlate,blocks,Block,,,Glass Bulletproof Half Plate,,,,,,,,,,,,,,
glassBulletproofHalfRampStairs50,blocks,Block,,,Glass Bulletproof Half Ramp Stairs 50,,,,,,,,,,,,,,
glassBulletproofHalfRampStairs50Filler,blocks,Block,,,Glass Bulletproof Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
glassBulletproofInclineTipHalf1,blocks,Block,,,Glass Bulletproof Incline Tip Half Type 1,,,,,,,,,,,,,,
glassBulletproofInclineTipHalf2,blocks,Block,,,Glass Bulletproof Incline Tip Half Type 2,,,,,,,,,,,,,,
glassBulletproofPillar100,blocks,Block,,,Glass Bulletproof Pillar 100,,,,,,,,,,,,,,
glassBulletproofPillar100Cap,blocks,Block,,,Glass Bulletproof Pillar 100 Cap,,,,,,,,,,,,,,
glassBulletproofPillar50,blocks,Block,,,Glass Bulletproof Pillar 50,,,,,,,,,,,,,,
glassBulletproofPillar50CNR,blocks,Block,,,Glass Bulletproof Pillar 50 Corner,,,,,,,,,,,,,,
glassBulletproofPillar50CNRPlate,blocks,Block,,,Glass Bulletproof Pillar 50 Corner Plate,,,,,,,,,,,,,,
glassBulletproofPillar50SquareTop,blocks,Block,,,Glass Bulletproof Pillar 50 Square Top,,,,,,,,,,,,,,
glassBulletproofPlateCorner,blocks,Block,,,Glass Bulletproof Plate Corner,,,,,,,,,,,,,,
glassBulletproofPlateHalfTriangle,blocks,Block,,,Glass Bulletproof Plate Half Triangle,,,,,,,,,,,,,,
glassBulletproofPlatePole,blocks,Block,,,Glass Bulletproof Plate Pole,,,,,,,,,,,,,,
glassBulletproofPlateQuarterTriangle,blocks,Block,,,Glass Bulletproof Plate Quarter Triangle,,,,,,,,,,,,,,
glassBulletproofPole,blocks,Block,,,Glass Bulletproof Pole,,,,,,,,,,,,,,
glassBulletproofPoleCornerRound,blocks,Block,,,Glass Bulletproof Pole Corner Round,,,,,,,,,,,,,,
glassBulletproofPoleSCTR,blocks,Block,,,Glass Bulletproof Pole Support Centre,,,,,,,,,,,,,,
glassBulletproofPoleSupport,blocks,Block,,,Glass Bulletproof Pole Support Type 1,,,,,,,,,,,,,,
glassBulletproofPoleSupport2,blocks,Block,,,Glass Bulletproof Pole Support Type 2,,,,,,,,,,,,,,
glassBulletproofPoleSupportCtr,blocks,Block,,,Glass Bulletproof Pole Support Centre,,,,,,,,,,,,,,
glassBulletproofPyramid,blocks,Block,,,Glass Bulletproof Pyramid,,,,,,,,,,,,,,
glassBulletproofPyramid1m,blocks,Block,,,Glass Bulletproof Pyramid 1m,,,,,,,,,,,,,,
glassBulletproofQuarter,blocks,Block,,,Glass Bulletproof Quarter,,,,,,,,,,,,,,
glassBulletproofQuarterCNR,blocks,Block,,,Glass Bulletproof Quarter Corner,,,,,,,,,,,,,,
glassBulletproofQuarterCNR3Way,blocks,Block,,,Glass Bulletproof Quarter Corner 3 Way,,,,,,,,,,,,,,
glassBulletproofQuarterCNRQuarterPlate,blocks,Block,,,Glass Bulletproof Quarter Corner Quarter Plate,,,,,,,,,,,,,,
glassBulletproofQuarterSCtr,blocks,Block,,,Glass Bulletproof Quarter S Centre,,,,,,,,,,,,,,
glassBulletproofQuarterTeeSCtr,blocks,Block,,,Glass Bulletproof Quarter Tee S Centre,,,,,,,,,,,,,,
glassBulletproofRampIncline,blocks,Block,,,Glass Bulletproof Ramp Incline,,,,,,,,,,,,,,
glassBulletproofRampInclineFiller,blocks,Block,,,Glass Bulletproof Ramp Incline Filler,,,,,,,,,,,,,,
glassBulletproofRampInclineFillerHalf1,blocks,Block,,,Glass Bulletproof Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
glassBulletproofRampInclineFillerHalf2,blocks,Block,,,Glass Bulletproof Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
glassBulletproofRampInclineHalf1,blocks,Block,,,Glass Bulletproof Ramp Incline Half Type 1,,,,,,,,,,,,,,
glassBulletproofRampInclineHalf2,blocks,Block,,,Glass Bulletproof Ramp Incline Half Type 2,,,,,,,,,,,,,,
glassBulletproofRampInclineInsideCNR,blocks,Block,,,Glass Bulletproof Ramp Incline Inside Corner,,,,,,,,,,,,,,
glassBulletproofRampInclineInsideCNRFiller,blocks,Block,,,Glass Bulletproof Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
glassBulletproofRampInclineOutsideCNR,blocks,Block,,,Glass Bulletproof Ramp Incline Outside Corner,,,,,,,,,,,,,,
glassBulletproofRampInclineOutsideCNRFiller,blocks,Block,,,Glass Bulletproof Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
glassBulletproofStairs25,blocks,Block,,,Glass Bulletproof Stairs 25,,,,,,,,,,,,,,
glassBulletproofStairs25CornerCNR,blocks,Block,,,Glass Bulletproof Stairs 25 Corner Corner,,,,,,,,,,,,,,
glassBulletproofStairs50,blocks,Block,,,Glass Bulletproof Stairs 50,,,,,,,,,,,,,,
glassBulletproofStairsFilledRailingLeft,blocks,Block,,,Glass Bulletproof Stairs Filled Railing Left,,,,,,,,,,,,,,
glassBulletproofStairsFilledRailingRight,blocks,Block,,,Glass Bulletproof Stairs Filled Railing Right,,,,,,,,,,,,,,
glassBulletproofTubeCenter,blocks,Block,,,Glass Bulletproof Tube Centre,,,,,,,,,,,,,,
glassBulletproofTubeCorner,blocks,Block,,,Glass Bulletproof Tube Corner,,,,,,,,,,,,,,
glassBulletproofTunnelCenter,blocks,Block,,,Glass Bulletproof Tunnel Centre,,,,,,,,,,,,,,
glassBulletproofTunnelCorner,blocks,Block,,,Glass Bulletproof Tunnel Corner,,,,,,,,,,,,,,
glassBulletproofWedge,blocks,Block,,,Glass Bulletproof Wedge,,,,,,,,,,,,,,
glassBulletproofWedgeCNRInsideBottom,blocks,Block,,,Glass Bulletproof Wedge Corner Inside Bottom,,,,,,,,,,,,,,
glassBulletproofWedgeCNRInsideSteepBase,blocks,Block,,,Glass Bulletproof Wedge Corner Inside Steep Base,,,,,,,,,,,,,,
glassBulletproofWedgeCNRInsideSteepTop,blocks,Block,,,Glass Bulletproof Wedge Corner Inside Steep Top,,,,,,,,,,,,,,
glassBulletproofWedgeCNRInsideTop,blocks,Block,,,Glass Bulletproof Wedge Corner Inside Top,,,,,,,,,,,,,,
glassBulletproofWedgeCNRSteepBase,blocks,Block,,,Glass Bulletproof Wedge Corner Steep Base,,,,,,,,,,,,,,
glassBulletproofWedgeCNRSteepTop,blocks,Block,,,Glass Bulletproof Wedge Corner Steep Top,,,,,,,,,,,,,,
glassBulletproofWedgeIncline,blocks,Block,,,Glass Bulletproof Wedge Incline,,,,,,,,,,,,,,
glassBulletproofWedgeInclineCornerTop,blocks,Block,,,Glass Bulletproof Wedge Incline Corner Top,,,,,,,,,,,,,,
glassBulletproofWedgeNarrowHigh,blocks,Block,,,Glass Bulletproof Wedge Narrow High,,,,,,,,,,,,,,
glassBulletproofWedgeNarrowLow,blocks,Block,,,Glass Bulletproof Wedge Narrow Low,,,,,,,,,,,,,,
glassBulletproofWedgeNarrowMid,blocks,Block,,,Glass Bulletproof Wedge Narrow Mid,,,,,,,,,,,,,,
glassBulletproofWedgeNarrowTip,blocks,Block,,,Glass Bulletproof Wedge Narrow Tip,,,,,,,,,,,,,,
glassBulletproofWedgeRampLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Ramp Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeRampRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Ramp Right Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeStairs,blocks,Block,,,Glass Bulletproof Wedge Stairs,,,,,,,,,,,,,,
glassBulletproofWedgeSteepTipLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeSteepTipRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeSteepWedgeLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeSteepWedgeRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTip,blocks,Block,,,Glass Bulletproof Wedge Tip,,,,,,,,,,,,,,
glassBulletproofWedgeTipCNRFullBottom,blocks,Block,,,Glass Bulletproof Wedge Tip Corner Full Bottom,,,,,,,,,,,,,,
glassBulletproofWedgeTipCNRFullTop,blocks,Block,,,Glass Bulletproof Wedge Tip Corner Full Top,,,,,,,,,,,,,,
glassBulletproofWedgeTipHalf1,blocks,Block,,,Glass Bulletproof Wedge Tip Half Type 1,,,,,,,,,,,,,,
glassBulletproofWedgeTipHalf2,blocks,Block,,,Glass Bulletproof Wedge Tip Half Type 2,,,,,,,,,,,,,,
glassBulletproofWedgeTipRampLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTipRampRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTipStairs,blocks,Block,,,Glass Bulletproof Wedge Tip Stairs,,,,,,,,,,,,,,
glassBulletproofWedgeTipSteepTipLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTipSteepTipRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
glassBulletproofWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Glass Bulletproof Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
glassBulletproofWindowArch3MCNR,blocks,Block,,,Glass Bulletproof Window Wide Arch Corner,,,,,,,,,,,,,,
glassBulletproofWindowArch3MCTR,blocks,Block,,,Glass Bulletproof Window Wide Arch Centre,,,,,,,,,,,,,,
glassBulletproofWindowArch3MTip,blocks,Block,,,Glass Bulletproof Window Wide Arch Tip,,,,,,,,,,,,,,
glassBulletproofWindowArchTop,blocks,Block,,,Glass Bulletproof Window Arch Top,,,,,,,,,,,,,,
glassBulletproofWindowCircle,blocks,Block,,,Glass Bulletproof Window Circle,,,,,,,,,,,,,,
glassBulletproofWindowCircleCorner,blocks,Block,,,Glass Bulletproof Window Circle Corner,,,,,,,,,,,,,,
glassBulletproofWindowTrim,blocks,Block,,,Glass Bulletproof Window Trim,,,,,,,,,,,,,,
glassBulletproofWindowTrimBottom,blocks,Block,,,Glass Bulletproof Window Trim Bottom,,,,,,,,,,,,,,
glassBulletproofWindowTrimSides,blocks,Block,,,Glass Bulletproof Window Trim Sides,,,,,,,,,,,,,,
glassBulletproofWindowTrimTop,blocks,Block,,,Glass Bulletproof Window Trim Top,,,,,,,,,,,,,,
glassBulletproofWindowTrimTopFancy,blocks,Block,,,Glass Bulletproof Window Trim Top Fancy,,,,,,,,,,,,,,
glassCNRFull,blocks,Block,,,Glass Corner Full,,,,,,,,,,,,,,
glassCNRInside,blocks,Block,,,Glass Corner Inside,,,,,,,,,,,,,,
glassCNRRamp,blocks,Block,,,Glass Corner Ramp,,,,,,,,,,,,,,
glassCNRRampFiller,blocks,Block,,,Glass Corner Ramp Filler,,,,,,,,,,,,,,
glassCNRRound,blocks,Block,,,Glass Corner Round,,,,,,,,,,,,,,
glassCNRRoundTop,blocks,Block,,,Glass Corner Round Top,,,,,,,,,,,,,,
glassCone1m,blocks,Block,,,Glass Cone 1m,,,,,,,,,,,,,,
glassCross,blocks,Block,,,Glass Cross,,,,,,,,,,,,,,
glassCrossCtr,blocks,Block,,,Glass Cross Centre,,,,,,,,,,,,,,
glassCrossHalf,blocks,Block,,,Glass Cross Half,,,,,,,,,,,,,,
glassCrown,blocks,Block,,,Glass Crown,,,,,,,,,,,,,,
glassCrownInsideCorner,blocks,Block,,,Glass Crown Inside Corner,,,,,,,,,,,,,,
glassCTRpole,blocks,Block,,,Glass Centrepole,,,,,,,,,,,,,,
glassCTRQuarter,blocks,Block,,,Glass Centre Quarter,,,,,,,,,,,,,,
glassCTRQuarterPlate4Way,blocks,Block,,,Glass Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
glassCTRQuarterSquareTop,blocks,Block,,,Glass Centre Quarter Square Top,,,,,,,,,,,,,,
glassdoorTrim1m,blocks,Block,,,Glass Door Trim 1m,,,,,,,,,,,,,,
glassdoorTrim2m,blocks,Block,,,Glass Door Trim 2m,,,,,,,,,,,,,,
glassdoorTrimHalfm,blocks,Block,,,Glass Door Trim 0.5m,,,,,,,,,,,,,,
glassdoorTrimTop,blocks,Block,,,Glass Door Trim Top,,,,,,,,,,,,,,
glassGable,blocks,Block,,,Glass Gable,,,,,,,,,,,,,,
glassGable1m,blocks,Block,,,Glass Gable 1m,,,,,,,,,,,,,,
glassGable1mHalf,blocks,Block,,,Glass Gable 1m Half,,,,,,,,,,,,,,
glassGable3Quarter,blocks,Block,,,Glass Gable Three-Quarter,,,,,,,,,,,,,,
glassGable3QuarterHalf,blocks,Block,,,Glass Gable Three-Quarter Half,,,,,,,,,,,,,,
glassGableHalf,blocks,Block,,,Glass Gable Half,,,,,,,,,,,,,,
glassGableInvertedHalf,blocks,Block,,,Glass Gable Inverted Half,,,,,,,,,,,,,,
glassGableInvertedQuarter,blocks,Block,,,Glass Gable Inverted Quarter,,,,,,,,,,,,,,
glassGableInvertedQuarterHalf,blocks,Block,,,Glass Gable Inverted Quarter Half,,,,,,,,,,,,,,
glassGableInvertedRampHalf,blocks,Block,,,Glass Gable Inverted Ramp Half,,,,,,,,,,,,,,
glassGableInvertedSteep,blocks,Block,,,Glass Gable Inverted Steep,,,,,,,,,,,,,,
glassGableInvertedSteepHalf,blocks,Block,,,Glass Gable Inverted Steep Half,,,,,,,,,,,,,,
glassGablePyramid,blocks,Block,,,Glass Gable Pyramid,,,,,,,,,,,,,,
glassGableQuarter,blocks,Block,,,Glass Gable Quarter,,,,,,,,,,,,,,
glassGableQuarterHalf,blocks,Block,,,Glass Gable Quarter Half,,,,,,,,,,,,,,
glassHalf,blocks,Block,,,Glass Half,,,,,,,,,,,,,,
glassHalfCentered,blocks,Block,,,Glass Half Centreed,,,,,,,,,,,,,,
glassHalfCNRInside2,blocks,Block,,,Glass Half Inside Corner Type 2,,,,,,,,,,,,,,
glassHalfInsideCorner,blocks,Block,,,Glass Half Inside Corner Type 1,,,,,,,,,,,,,,
glassHalfPlate,blocks,Block,,,Glass Half Plate,,,,,,,,,,,,,,
glassHalfRampStairs50,blocks,Block,,,Glass Half Ramp Stairs 50,,,,,,,,,,,,,,
glassHalfRampStairs50Filler,blocks,Block,,,Glass Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
